HUZ649701.90286	gi|1001942081|gb|131489-132374(+)
414_050806.5662	mge|2672.1|12281-13142(-)
CHARM170_V1.17709	mge|2672.1|12281-13142(-)
CHARM180_V2.14307	mge|2672.1|12281-13142(-)
HUZ270022.20811	mge|2672.1|12281-13142(-)
VM319.34694	mge|2672.1|12281-13142(-)
VM033.41602	mge|2693.1|5360231-5362220(+)
2515629411	mge|2693.1|673845-674175(-)
648677836	mge|2639.1|5776-7162(-)
HUZ432163.1318	mge|2089.1|0-774(-)
HMP40_W6D2.15518	mge|2276.1|24214-24535(+)
CHARM066_V2.65471	mge|2438.1|5771-7157(-)
HUZ243261.6372	mge|2631.1|4164-4926(+)
2514650498	mge|2693.1|6347984-6348632(+)
644320102	mge|2693.1|7240017-7241286(+)
CHARM126_V2.4384	mge|2090.1|55208-56324(+)
HMPREF0693_3402	mge|2280.1|14915-16052(+)
CHARM066_V2.31922	mge|2693.1|6541786-6543883(+)
2514649795	gi|117165783|dbj|135861-136461(-)
647496713	gi|390607167|gb|80527-84244(+)
HMPREF9689_05180	mge|2693.1|6125066-6125678(-)
HMPREF9694_03555	mge|2693.1|6125066-6125678(-)
651137460	mge|2693.1|6609010-6610177(-)
HUZ649035.3589	mge|2667.1|8121-9750(-)
2535540644	mge|2693.1|7539148-7539907(+)
2541322022	mge|2667.1|8121-9750(-)
646290469	gi|169260705|gb|16500-17730(+)
CHARM066_V2.57684	gi|190410749|gb|11681-12893(+)
HUZ636460.11200	gi|396576808|emb|25917-26787(-)
CHARM154_V1.2051	gi|451937291|gb|12522-13179(-)
648680303	gi|525334541|gb|15088-16036(-)
414_050806.6656	gi|525334607|gb|9-474(+)
CHARM018_V1.50796	gi|544165254|gb|39700-40774(+)
HUZ243262.14007	gi|636576133|gb|40453-41392(+)
AYAC05W6D2.4676	gi|725797491|gb|9294-12414(+)
HUZ650302.29734	gi|761545084|gb|37491-39663(-)
HUZ252652.11051	mge|2090.1|70093-71551(+)
HMPREF0693_0771	mge|2095.1|21374-22415(+)
644276093	mge|2427.1|12192-12651(-)
HUZ252652.18248	mge|2455.1|1989-3552(-)
HMPREF0010_03580	mge|2516.1|0-744(+)
CHARM020_V1.5905	mge|2693.1|6851776-6853576(-)
HUZ649701.79201	mge|2693.1|6955929-6957405(-)
642760146	mge|2693.1|946801-947809(-)
HUZ614244.21653	mge|2693.1|962101-965203(-)
HUZ651102.31766	mge|2090.1|71567-73100(+)
HUZ239360.11630	mge|2455.1|0-1572(-)
HUZ608549.9917	mge|2693.1|8223014-8224475(-)
2539555948	mge|2693.1|6541786-6543883(+)
CHARM066_V2.28593	mge|2155.1|16492-18775(-)
HUZ437268.37039	mge|2694.1|7940-9524(+)
645288872	mge|2672.1|73173-74298(-)
2534281142	mge|2693.1|8308910-8309744(-)
HMPREF0693_1426	mge|2693.1|7114995-7116522(+)
HMPREF1360_00247	gi|919049565|gb|21645-21927(-)
HUZ434043.23075	mge|2455.1|33010-33292(-)
AYAC03W2D1.29999	mge|2455.1|33010-33292(-)
HUZ649701.35059	mge|2654.1|23992-25555(-)
642759199	mge|2693.1|6941951-6942269(-)
647446334	mge|2693.1|598329-599580(+)
445_020507.7506	mge|2667.1|8121-9750(-)
HUZ621105.11253	mge|2410.1|13179-14286(-)
2514525727	mge|2672.1|76880-77981(-)
651504884	gi|408731426|gb|110906-111554(-)
HMPREF0693_3704	mge|2436.1|39536-42227(+)
HUZ648786.18192	mge|2693.1|4649987-4651070(+)
2536320415	gi|761545084|gb|37491-39663(-)
HUZ421083.9763	mge|2485.1|17483-20324(+)
2536308718	gi|190014409|emb|5041-5575(+)
CHARM180_V2.10955	gi|339293023|gb|5854-6601(+)
HUZ648375.12120	mge|2693.1|6609010-6610177(-)
HUZ649701.45954	mge|2693.1|6541786-6543883(+)
CHARM144_V2.31608	mge|2693.1|8238611-8241194(-)
HMP40_W6D2.9503	mge|2693.1|680265-681918(-)
2515629908	mge|2693.1|7910815-7913734(-)
CHARM066_V2.43260	gi|54633549|gb|50461-50722(-)
HUZ636460.25409	gi|723026550|gb|160033-161032(+)
HUZ612660.29713	gi|723040945|gb|153698-154697(+)
HUZ608549.10803	gi|918360239|gb|64938-65901(+)
CHARM144_V2.12313	mge|2335.1|17443-17662(-)
HMPREF9694_01613	mge|2434.1|2497-2908(+)
HMPREF0693_0902	mge|2475.1|18439-18973(-)
SRS055298.1599-T1-C	mge|2693.1|527472-530103(-)
401_030106.5965	mge|2693.1|5981099-5983595(+)
2517207426	mge|2693.1|607108-607375(+)
HMPREF0693_0509	mge|2693.1|658875-660165(+)
HUZ608549.2159	mge|2693.1|6609010-6610177(-)
SRS052620.2530-T1-C	mge|2693.1|7285443-7286334(+)
HMP40_W6D2.44825	mge|2693.1|7540259-7541498(+)
647447190	mge|2090.1|71567-73100(+)
HUZ235500.30537	mge|2090.1|55208-56324(+)
650245322	gi|353351569|dbj|131728-133879(-)
647499848	mge|2667.1|8121-9750(-)
642720953	mge|2693.1|6446074-6446641(-)
HMP40_W6D2.44898	gi|396576808|emb|25917-26787(-)
HUZ647004.65149	gi|823079903|gb|2354-3545(+)
HUZ648786.4866	mge|2260.1|0-771(-)
CHARM066_V2.29707	mge|2485.1|17483-20324(+)
HUZ606424.21409	mge|2693.1|6541786-6543883(+)
CHARM170_V1.43964	mge|2693.1|6889994-6893489(+)
CHARM170_V1.27458	mge|2276.1|38754-40239(+)
647493861	gi|823079903|gb|107-2234(+)
2626223971	gi|670143009|gb|89509-90148(-)
414_050806.45788	gi|672228712|dbj|7857-8448(-)
HMPREF0297_2147	gi|729029461|gb|46078-46336(-)
CHARM126_V1.26255	gi|746947654|gb|17923-18415(-)
HUZ265136.39361	gi|919050038|gb|33408-34719(+)
HUZ606424.14739	gi|928541549|gb|58772-59726(+)
2509603411	mge|2090.1|70093-71551(+)
HMP40_W6D2.36984	mge|2093.1|18616-20671(+)
2541322554	mge|2455.1|18649-19855(-)
HUZ650302.15588	mge|2455.1|26382-27624(-)
647042856	mge|2656.1|33314-33734(-)
650244671	mge|2693.1|7240017-7241286(+)
CHARM010_V1.37125	mge|2693.1|8221391-8222957(-)
HMPREF0297_0157	mge|2693.1|907017-907335(+)
EMO9W8D7.21835	gi|1022831760|gb|36170-36677(+)
CHARM180_V2.51649	gi|921957892|gb|23522-23936(-)
CHARM010_V1.25131	mge|2693.1|6541786-6543883(+)
642647714	mge|2638.1|1213-3841(-)
647252145	mge|2672.1|90991-92203(+)
CHARM144_V2.21376	mge|2276.1|15628-17794(+)
HUZ651102.866	mge|2276.1|15628-17794(+)
VM319.26296	mge|2276.1|15628-17794(+)
HUZ252644.27029	gi|465810542|gb|773-2141(+)
2597907668	gi|670143009|gb|108638-109622(+)
HUZ237575.34276	gi|921957998|gb|39566-41012(+)
HUZ436544.44460	mge|2090.1|71567-73100(+)
HUZ643591.10556	mge|2672.1|12281-13142(-)
650764770	mge|2090.1|71567-73100(+)
647041912	mge|2090.1|71567-73100(+)
HUZ649701.19337	mge|2693.1|6609010-6610177(-)
CHARM180_V1.30420	mge|2090.1|71567-73100(+)
2535540869	mge|2716.1|6163-6991(-)
HMPREF0305_11345	gi|148763412|gb|45943-46315(+)
CHARM170_V2.25673	gi|26005521|emb|22682-23462(+)
HUZ636473.8321	gi|310002946|gb|153693-154116(+)
AYAC03W2D1.36717	gi|310003214|gb|20364-21027(+)
2511556183	gi|314912616|gb|130-652(+)
HUZ239360.52067	gi|33323506|gb|25530-26646(-)
CHARM154_V2.9601	gi|451939597|gb|45234-46302(-)
HUZ647004.61749	gi|505833560|gb|38281-41758(-)
2546876790	gi|549140478|emb|23899-24445(-)
HMPREF0514_10289	gi|725797491|gb|23687-25058(+)
HMPREF0693_1135	gi|815008671|gb|21854-22319(-)
HUZ646173.50344	gi|823079903|gb|107-2234(+)
HUZ237575.50225	gi|823079903|gb|107-2234(+)
HUZ647004.74756	gi|823079903|gb|107-2234(+)
VM033.16553	gi|89212740|gb|23656-26266(+)
VM033.20321	gi|89212740|gb|23656-26266(+)
HUZ649701.43599	gi|910307484|gb|36919-37222(+)
644389206	gi|937264049|gb|71294-71672(-)
2539291013	mge|2027.1|4771-5383(-)
HUZ432496.43335	mge|2038.1|34966-35962(-)
CHARM018_V2.56121	mge|2090.1|55208-56324(+)
HUZ647004.75273	mge|2177.1|1339-4105(+)
VM319.66857	mge|2215.1|1329-2625(-)
HMPREF9694_05444	mge|2239.1|9021-9993(-)
401_022506.9983	mge|2306.1|6717-8049(-)
643833387	mge|2352.1|1666-1936(+)
HUZ239360.38758	mge|2638.1|1213-3841(-)
2601476334	mge|2677.1|22258-22489(+)
HUZ237575.16619	mge|2693.1|5835641-5837273(-)
650310195	mge|2693.1|6276539-6276788(+)
VM033.22074	mge|2693.1|6541786-6543883(+)
2535595575	mge|2755.1|33808-34267(-)
2539554708	mge|2755.1|33808-34267(-)
2539292360	mge|2693.1|7141030-7142923(+)
HMPREF0358_3141	mge|2693.1|7540259-7541498(+)
HMP40_W6D2.4785	gi|294478921|gb|45436-46231(+)
HUZ237575.19368	gi|921957552|gb|34044-34899(-)
2533774229	mge|2485.1|24004-25567(-)
CHARM010_V1.12880	mge|2485.1|24004-25567(-)
2536322308	mge|2654.1|23992-25555(-)
HUZ239360.28577	mge|2693.1|6541786-6543883(+)
2512392201	gi|90110592|gb|33361-34360(-)
CHARM010_V1.3894	mge|2693.1|6302490-6303531(-)
HUZ621105.15402	gi|525334607|gb|9-474(+)
HUZ648375.8994	gi|525334607|gb|9-474(+)
2625498084	gi|567727285|gb|59917-60436(+)
HUZ239360.49704	mge|2090.1|55208-56324(+)
HUZ239420.33070	mge|2636.1|48447-50901(+)
HMPREF9689_04478	gi|583926848|gb|44509-45748(+)
648802102	mge|2455.1|18649-19855(-)
HUZ237575.6819	mge|2155.1|16492-18775(-)
HMP40_W6D2.10081	mge|2693.1|748953-749712(-)
HUZ432163.15857	gi|440807778|gb|16385-16769(+)
HUZ621105.26341	mge|2693.1|5981099-5983595(+)
HUZ252652.9670	mge|2693.1|7141030-7142923(+)
650260455	gi|1001940386|gb|36035-36905(-)
2514524264	mge|2255.1|7808-8702(-)
650433015	mge|2667.1|8121-9750(-)
HUZ647004.42595	gi|227825952|gb|17771-18707(+)
2520355176	mge|2065.1|14383-14812(-)
642761203	mge|2090.1|78911-79424(+)
HUZ237575.55126	mge|2229.1|34938-38094(-)
HUZ270022.25979	mge|2352.1|1666-1936(+)
CHARM144_V2.17474	mge|2398.1|6522-6774(-)
VM033.45911	mge|2667.1|8121-9750(-)
HUZ433466.45400	mge|2693.1|5736475-5739211(+)
HUZ436911.68042	mge|2693.1|7241406-7243803(+)
648048345	mge|2260.1|0-771(-)
HMPREF0693_2183	gi|392506123|gb|32040-32610(-)
2535596041	mge|2693.1|6541786-6543883(+)
HUZ649360.2414	mge|2693.1|6541786-6543883(+)
HUZ621105.4305	mge|2694.1|7305-7941(+)
CHARM066_V2.60283	gi|270209610|gb|28882-32116(+)
2539552094	gi|38731487|gb|1449-1974(-)
CHARM120_V1.4527	gi|564271183|gb|2599-2938(-)
CHARM120_V2.3508	gi|564271183|gb|2599-2938(-)
HUZ252644.21558	gi|761545084|gb|27542-28157(-)
HUZ235500.45614	mge|2244.1|21232-22591(-)
CHARM170_V2.19313	mge|2693.1|778191-779163(-)
HUZ237575.25921	gi|974131680|gb|1070-2756(+)
HUZ644405.27490	mge|2693.1|6541786-6543883(+)
CHARM010_V1.23815	gi|953700706|gb|6661-7573(+)
HMP40_W6D2.41991	mge|2276.1|1761-3696(+)
EM10W6D7.1754	mge|2695.1|23104-23521(-)
HUZ421083.24126	mge|2672.1|12281-13142(-)
HUZ620284.46463	mge|2693.1|7936103-7937741(+)
CHARM150_V1.3328	mge|2438.1|5771-7157(-)
HMPREF0358_0730	gi|675218243|emb|110955-111582(+)
2539550290	gi|919050038|gb|33408-34719(+)
644130547	gi|755258722|gb|2748-4302(+)
HUZ619089.18296	mge|2693.1|598329-599580(+)
650087262	mge|2693.1|568358-569483(-)
644430282	mge|2276.1|22769-23963(+)
HUZ621105.27019	gi|270209543|gb|1469-1814(-)
2626223060	gi|38731487|gb|4955-5159(+)
HUZ433604.6560	gi|451937105|gb|7201-11413(-)
VM018.7208	gi|451937291|gb|8608-9247(-)
414_050806.61256	gi|755258096|gb|71010-71577(+)
HUZ270022.66877	gi|823079846|gb|273-2388(+)
VM027.32602	gi|919049647|gb|35856-36261(+)
CHARM170_V1.15789	gi|928541549|gb|58772-59726(+)
HMPREF9307_02238	gi|937263646|gb|51534-53592(+)
2515630656	gi|940328418|gb|14342-14927(-)
2520354393	mge|2239.1|11419-11824(-)
CHARM180_V2.2238	mge|2393.1|18386-19406(-)
644289957	mge|2438.1|5771-7157(-)
414_050806.556	mge|2455.1|44487-44691(+)
HUZ237575.27912	mge|2591.1|4029-5562(-)
HUZ252644.41425	mge|2693.1|5360231-5362220(+)
HUZ252652.7936	mge|2693.1|587536-588622(-)
HUZ647004.65354	mge|2693.1|6017005-6017776(-)
2511724689	mge|2693.1|6418830-6420360(-)
646095590	mge|2693.1|7088534-7089380(+)
HUZ649701.98736	mge|2693.1|7299371-7300025(+)
CHARM010_V1.23345	mge|2693.1|7526372-7528430(+)
HUZ252644.39198	mge|2693.1|7526372-7528430(+)
HUZ432496.18629	mge|2708.1|19698-20097(-)
HMPREF9689_03912	mge|2736.1|573-882(+)
651016425	mge|2763.1|12197-12476(+)
2520352677	mge|2693.1|527472-530103(-)
HMPREF9689_03090	mge|2693.1|527472-530103(-)
HUZ643630.25032	gi|928541549|gb|58772-59726(+)
CHARM170_V2.39289	mge|2090.1|71567-73100(+)
642723043	mge|2693.1|6262481-6263264(-)
HUZ270021.48508	mge|2621.1|38965-40972(+)
CHARM066_V2.28125	gi|396576808|emb|25917-26787(-)
CHARM018_V2.15814	mge|2262.1|48185-49358(-)
651214054	mge|2636.1|46196-46850(+)
401_022506.2144	mge|2693.1|6609010-6610177(-)
HUZ649701.46306	gi|347449230|gb|37838-38366(+)
HUZ636460.16361	gi|50261575|gb|9410-10598(-)
CHARM126_V1.17845	gi|807197662|gb|20544-21648(+)
648680801	mge|2667.1|8121-9750(-)
HUZ252644.42378	gi|937264049|gb|126993-127668(+)
2512476194	mge|2090.1|71567-73100(+)
2512480380	mge|2090.1|71567-73100(+)
HUZ270022.28991	mge|2090.1|71567-73100(+)
414_050806.55071	mge|2693.1|588780-589896(-)
HUZ239420.19906	gi|344196584|gb|26799-27609(+)
HMPREF9689_00095	gi|525337149|gb|35115-35931(+)
AYAC06W6D6.4318	mge|2090.1|70093-71551(+)
2520352294	mge|2693.1|7962195-7963260(+)
HMPREF0358_4060	mge|2693.1|7962195-7963260(+)
HMPREF9689_03241	mge|2693.1|7962195-7963260(+)
HUZ621105.18524	mge|2693.1|8238611-8241194(-)
HUZ651102.38321	mge|2753.1|15364-16942(-)
CHARM020_V1.2060	mge|2087.1|32717-35066(-)
AYAC03W2D1.31049	mge|2090.1|70093-71551(+)
650312690	mge|2455.1|18649-19855(-)
EMO9W8D3.4906	gi|314912616|gb|130-652(+)
HUZ619089.16412	gi|320006252|gb|4432-4903(+)
648313905	gi|347449230|gb|37838-38366(+)
HMP40_W6D2.23771	gi|347449230|gb|37838-38366(+)
HUZ620284.47613	gi|50261575|gb|9410-10598(-)
CHARM010_V1.36361	mge|2087.1|26813-28010(-)
HUZ252644.27039	mge|2693.1|7526372-7528430(+)
648048131	mge|2693.1|7240017-7241286(+)
2539292637	gi|306021309|gb|123214-125326(-)
HUZ649701.98244	gi|124295486|gb|268-1234(+)
HUZ436544.21906	gi|154622687|gb|129708-130476(-)
SRS047335.622-T1-C	gi|154622687|gb|129708-130476(-)
2600974494	gi|154622687|gb|129708-130476(-)
HUZ649701.39081	gi|299810243|gb|123243-124383(+)
CHARM014_V2.3048	mge|2693.1|6541786-6543883(+)
414_050806.48425	mge|2693.1|7506814-7507588(+)
CHARM170_V2.33791	mge|2276.1|36688-38251(+)
414_050806.11354	mge|2155.1|16492-18775(-)
2628045914	mge|2296.1|8789-10160(+)
HUZ265136.14081	gi|1033016275|gb|8823-10149(-)
2535540839	gi|84570702|dbj|35422-35887(+)
2539290762	gi|84570702|dbj|35422-35887(+)
CHARM010_V1.11570	mge|2155.1|16492-18775(-)
HUZ237575.34140	mge|2427.1|12192-12651(-)
HUZ621105.10350	mge|2468.1|26390-26816(-)
HUZ648786.34289	mge|2639.1|5776-7162(-)
2515629048	mge|2693.1|6939675-6941949(-)
2638609246	gi|154622687|gb|164077-164413(-)
650183766	gi|154622687|gb|164077-164413(-)
EM06W5D5.3286	gi|343178336|emb|87710-88634(+)
2558121372	gi|3511243|gb|2178-2589(+)
HUZ252644.56312	mge|2441.1|0-2355(+)
2600974203	mge|2609.1|29646-29922(-)
HUZ647004.38630	mge|2693.1|5360231-5362220(+)
HUZ265136.27370	mge|2693.1|7299371-7300025(+)
HUZ239707.1175	mge|2693.1|838183-839323(-)
VM033.3380	gi|78675276|dbj|161632-162778(-)
648681294	mge|2422.1|771-1419(+)
HUZ252652.12226	mge|2485.1|17483-20324(+)
HUZ252644.16713	mge|2693.1|778191-779163(-)
HUZ252644.28405	mge|2693.1|778191-779163(-)
2529737637	mge|2137.1|0-1068(-)
HUZ621105.5599	mge|2306.1|3254-4568(-)
CHARM066_V2.18525	mge|2422.1|25356-27045(-)
HMPREF0298_2051	gi|17484022|gb|33349-34204(-)
423_071706.1497	gi|953699450|gb|20729-21809(+)
2626222830	gi|953699450|gb|20729-21809(+)
CHARM154_V2.7926	mge|2087.1|6956-8093(-)
642760885	mge|2693.1|497320-497686(-)
401_022506.10095	mge|2693.1|814614-815565(+)
HMPREF0010_03665	mge|2090.1|78911-79424(+)
HUZ649701.27587	mge|2638.1|1213-3841(-)
HUZ239360.27910	mge|2455.1|0-1572(-)
HUZ235500.16338	mge|2455.1|0-1572(-)
HUZ252644.6751	gi|347449230|gb|188433-189744(+)
HMPREF9689_01192	gi|378565181|gb|16003-16609(+)
HMPREF0693_1137	gi|815008671|gb|24789-25395(-)
HUZ621105.15087	mge|2485.1|24004-25567(-)
HMPREF0693_2993	mge|2693.1|7540259-7541498(+)
414_050806.20822	mge|2693.1|680265-681918(-)
650520344	mge|2693.1|6302490-6303531(-)
HUZ621105.4246	gi|448937614|gb|7655-10793(-)
SRS047335.2200-T1-C	mge|2657.1|17980-19672(+)
HMPREF0358_3880	mge|2693.1|527472-530103(-)
642722054	mge|2693.1|527472-530103(-)
HUZ270021.57461	gi|323513733|gb|123433-124753(+)
HMPREF0358_3886	gi|359842892|gb|207566-207821(-)
HUZ239360.50284	gi|371781964|emb|7366-7762(-)
HUZ437268.7402	gi|402760744|gb|21046-21301(-)
HMPREF9689_01210	gi|409188392|gb|9763-10195(+)
HUZ252644.7751	gi|746947654|gb|21996-22335(-)
HUZ646173.50301	gi|823079903|gb|107-2234(+)
HUZ237575.52476	gi|94483024|gb|6050-7637(+)
VM319.68122	gi|95832054|gb|58390-60988(-)
HMPREF9694_00224	mge|2067.1|22623-24072(-)
HMPREF0693_2354	mge|2068.1|0-270(+)
VM033.35225	mge|2090.1|55208-56324(+)
HUZ647004.60942	mge|2410.1|15635-16886(+)
414_050806.49208	mge|2428.1|5010-5448(-)
AYAC06W6D6.4733	mge|2438.1|5771-7157(-)
2541322555	mge|2455.1|19874-20564(-)
CHARM154_V2.17420	mge|2455.1|44487-44691(+)
2530838282	mge|2654.1|23992-25555(-)
643833397	mge|2689.1|0-897(-)
HMPREF0010_02528	mge|2693.1|4286678-4287113(-)
HUZ243261.5462	mge|2693.1|527472-530103(-)
CHARM066_V2.52328	mge|2693.1|6290904-6292128(-)
HUZ651102.46839	mge|2693.1|6541786-6543883(+)
CHARM010_V1.23660	mge|2693.1|6541786-6543883(+)
HUZ649701.26279	mge|2693.1|6559315-6560335(+)
643834991	mge|2693.1|748953-749712(-)
HUZ270021.47400	mge|2736.1|988-1996(+)
HUZ643591.12308	mge|2755.1|47431-48562(+)
651624041	gi|148763412|gb|40944-43272(-)
2626223747	mge|2693.1|6609010-6610177(-)
CHARM170_V2.24529	mge|2693.1|6609010-6610177(-)
2512480806	gi|50261575|gb|50205-51771(+)
2625497663	mge|2693.1|7240017-7241286(+)
2520354425	mge|2693.1|8357130-8358360(+)
HMPREF0693_1542	mge|2693.1|7543798-7544398(+)
HUZ648786.30766	gi|746947654|gb|17923-18415(-)
401_022506.3106	mge|2090.1|70093-71551(+)
2535595552	mge|2293.1|9376-11278(+)
2514445914	mge|2293.1|9376-11278(+)
HUZ265136.42102	mge|2489.1|22783-24520(-)
HMPREF9689_01113	mge|2693.1|6455954-6457481(-)
HUZ650836.4709	gi|1001942081|gb|131489-132374(+)
CHARM180_V2.32079	gi|375281966|gb|15902-16328(+)
HUZ648375.4559	mge|2667.1|8121-9750(-)
HUZ243262.1272	mge|2693.1|598329-599580(+)
HUZ270022.45626	mge|2693.1|6559315-6560335(+)
CHARM010_V1.28709	mge|2693.1|8221391-8222957(-)
HMP40_W6D2.5207	gi|157326719|gb|15896-17123(-)
CHARM066_V1.358	mge|2654.1|23992-25555(-)
CHARM180_V2.27162	mge|2654.1|23992-25555(-)
EM02W9D2.13	mge|2654.1|23992-25555(-)
HUZ270021.5634	mge|2654.1|23992-25555(-)
650257620	mge|2693.1|6541786-6543883(+)
HUZ646173.21630	gi|154622687|gb|129708-130476(-)
CHARM110_V2.9883	gi|746947654|gb|29446-29788(-)
401_022506.10636	mge|2376.1|4076-4454(-)
HUZ432163.50590	mge|2440.1|20715-21681(-)
2512474798	mge|2667.1|8121-9750(-)
HUZ606424.19383	mge|2693.1|4671173-4673534(+)
HUZ605895.7584	mge|2693.1|4671173-4673534(+)
HUZ621105.26042	mge|2693.1|6637716-6639522(+)
2514648888	mge|2693.1|747872-748220(-)
642721020	mge|2693.1|753086-754403(-)
VM033.35153	mge|2693.1|7897821-7899465(-)
648681122	mge|2693.1|6541786-6543883(+)
2514650651	mge|2693.1|6955929-6957405(-)
650088291	mge|2693.1|6955929-6957405(-)
AYAC06W6D6.6403	mge|2693.1|8238611-8241194(-)
HUZ270022.16852	mge|2672.1|12281-13142(-)
445_020507.1701	mge|2672.1|12281-13142(-)
401_022506.7410	gi|448937671|gb|32737-33700(-)
HUZ643630.53936	mge|2261.1|3464-4952(+)
414_050806.62481	mge|2293.1|18721-19267(-)
HUZ239360.58592	mge|2352.1|1666-1936(+)
HUZ647004.11255	mge|2485.1|24004-25567(-)
SRS055298.3065-T1-C	mge|2591.1|5761-7975(-)
CHARM066_V2.8264	mge|2634.1|30799-31738(-)
CHARM110_V2.14495	mge|2654.1|23992-25555(-)
SRS051505.4108-T1-C	mge|2693.1|6609010-6610177(-)
HMPREF0358_0381	mge|2693.1|6645238-6646198(-)
HUZ433466.6311	gi|694817980|gb|71329-72112(-)
EMO9W8D7.8265	mge|2155.1|16492-18775(-)
HUZ252644.27355	mge|2693.1|598329-599580(+)
HUZ621105.4165	gi|921957998|gb|25655-26048(-)
CHARM126_V2.4269	gi|940321201|gb|22569-23778(-)
HUZ436544.46015	mge|2090.1|71567-73100(+)
HUZ649701.83083	mge|2276.1|13244-14420(+)
CHARM066_V2.59292	mge|2638.1|1213-3841(-)
HUZ243262.4587	mge|2693.1|6609010-6610177(-)
647491873	mge|2262.1|43523-44480(-)
CHARM066_V1.19817	gi|45504618|gb|21319-23851(+)
HMPREF0358_3386	mge|2693.1|7370372-7370924(+)
HMPREF9689_05292	mge|2693.1|7370372-7370924(+)
HMPREF9694_03665	mge|2693.1|7370372-7370924(+)
HMPREF9694_05288	mge|2693.1|7540259-7541498(+)
HUZ649701.29179	gi|89212523|gb|22884-23748(+)
445_020507.88	mge|2693.1|6302490-6303531(-)
HUZ649701.11531	mge|2693.1|7240017-7241286(+)
2534278797	mge|2672.1|68423-69743(+)
HMP40_W6D2.24711	gi|921957601|gb|35633-35804(-)
CHARM180_V1.25427	mge|2191.1|6416-7328(+)
HUZ651102.42538	mge|2285.1|36786-39903(-)
650183521	mge|2364.1|11943-13206(+)
2600967785	mge|2693.1|598329-599580(+)
HUZ237302.16298	mge|2693.1|6541786-6543883(+)
CHARM154_V1.7047	mge|2693.1|658875-660165(+)
HUZ270022.75489	mge|2693.1|7540259-7541498(+)
HUZ619089.18239	mge|2693.1|764958-765954(+)
VM033.37483	mge|2693.1|7741631-7742318(+)
642758610	mge|2693.1|8413210-8413372(-)
445_020507.5846	mge|2276.1|15628-17794(+)
648783403	mge|2090.1|79460-80147(+)
2520352907	gi|1036166927|gb|44989-46228(+)
CHARM170_V2.30300	mge|2654.1|17474-20309(+)
644276043	gi|45504618|gb|21319-23851(+)
CHARM170_V2.37202	mge|2693.1|7222882-7224241(+)
HUZ252652.9812	mge|2410.1|13179-14286(-)
HUZ650302.27973	gi|932863853|emb|110751-112077(+)
HUZ239360.41488	mge|2308.1|6781-7642(+)
2512477135	mge|2376.1|4076-4454(-)
2514650774	mge|2693.1|6930362-6931853(+)
HMP40_W6D2.6236	gi|343171356|gb|10598-14387(+)
CHARM140_V2.8154	gi|815006846|gb|92776-93934(-)
HUZ613213.30459	mge|2155.1|16492-18775(-)
CHARM150_V1.3867	mge|2308.1|3365-3590(-)
2514526232	mge|2398.1|18936-20088(+)
EMO9W8D3.11422	mge|2455.1|1989-3552(-)
HMP40_W6D2.18773	mge|2456.1|9616-12577(+)
HUZ649701.96242	mge|2638.1|1213-3841(-)
HUZ252652.9482	mge|2693.1|5981099-5983595(+)
HUZ612660.24324	mge|2693.1|6446074-6446641(-)
HUZ235509.5030	mge|2693.1|7088534-7089380(+)
651619986	mge|2693.1|7539998-7540238(+)
AYAC03W2D1.46478	mge|2694.1|7940-9524(+)
HUZ651102.47543	mge|2762.1|8640-12438(+)
HUZ270021.27031	mge|2667.1|8121-9750(-)
2600979887	mge|2667.1|8121-9750(-)
HUZ647004.53103	mge|2693.1|527472-530103(-)
645289099	mge|2693.1|5360231-5362220(+)
HUZ649701.35167	mge|2364.1|11943-13206(+)
CHARM180_V1.17216	mge|2250.1|4804-5389(+)
VM033.12845	mge|2693.1|527472-530103(-)
HUZ621105.1847	mge|2667.1|8121-9750(-)
2509602463	gi|371781964|emb|44659-45313(-)
HUZ237575.44738	gi|38638842|emb|1958-3500(-)
CHARM154_V1.7528	gi|45504618|gb|21319-23851(+)
2601476381	mge|2090.1|70093-71551(+)
HUZ620284.43044	mge|2124.1|17893-18772(+)
HUZ252644.11641	mge|2090.1|71567-73100(+)
642722756	mge|2693.1|7924119-7928052(+)
HUZ252644.31852	mge|2667.1|8121-9750(-)
VM319.74190	gi|823079846|gb|273-2388(+)
HUZ647004.53681	gi|823079903|gb|2354-3545(+)
2515631752	mge|2479.1|14020-15565(+)
HUZ647004.34138	mge|2693.1|598329-599580(+)
2533892469	mge|2364.1|11943-13206(+)
2525741285	mge|2693.1|598329-599580(+)
645006751	mge|2693.1|598329-599580(+)
HUZ270021.53728	gi|525334607|gb|9-474(+)
648047767	mge|2293.1|19266-20172(-)
HUZ648786.48881	mge|2693.1|6559315-6560335(+)
HUZ644927.5712	mge|2753.1|20190-21318(-)
HUZ621105.2548	mge|2328.1|15989-17492(+)
HUZ437268.33574	mge|2398.1|21556-24532(-)
HUZ636460.13131	gi|45504618|gb|15574-16984(+)
CHARM110_V1.5368	mge|2456.1|1287-2940(-)
HUZ265136.38663	mge|2693.1|778191-779163(-)
HMPREF9689_05374	gi|306021309|gb|123214-125326(-)
2541320618	gi|50261575|gb|6839-8255(-)
2512476358	gi|190014409|emb|2057-2807(-)
2539549101	mge|2667.1|8121-9750(-)
642721192	mge|2693.1|6783273-6784125(-)
2601475850	gi|723039340|gb|155580-156579(+)
642759851	mge|2693.1|6560419-6563488(-)
